Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-12-11 21:45:00,0.558,0.088,242.14,2.2,0,0.0,0.0
2008-12-11 21:46:00,0.556,0.088,242.26,2.2,0,0.0,0.0
2008-12-11 21:47:00,0.556,0.088,242.09,2.2,0,0.0,0.0
2008-12-11 21:48:00,0.56,0.088,243.09,2.2,0,0.0,0.0
2008-12-11 21:49:00,0.56,0.088,243.08,2.4,0,0.0,0.0
2008-12-11 21:50:00,0.62,0.0,242.89,2.6,0,0.0,0.0
2008-12-11 21:51:00,0.634,0.0,242.65,2.6,0,0.0,0.0
2008-12-11 21:52:00,0.638,0.0,243.07,2.6,0,0.0,0.0
2008-12-11 21:53:00,0.636,0.0,243.14,2.6,0,0.0,0.0
2008-12-11 21:54:00,0.642,0.0,244.04,2.6,0,0.0,0.0
2008-12-11 21:55:00,0.642,0.0,243.73,2.6,0,0.0,0.0
2008-12-11 21:56:00,0.6,0.046,243.93,2.4,0,0.0,0.0
2008-12-11 21:57:00,0.59,0.048,243.82,2.4,0,0.0,0.0
2008-12-11 21:58:00,0.864,0.0,243.23,3.6,0,0.0,0.0
2008-12-11 21:59:00,0.88,0.0,243.11,3.6,0,0.0,0.0
2008-12-11 22:00:00,0.94,0.0,243.1,3.8,0,0.0,0.0
2008-12-11 22:01:00,0.94,0.046,242.55,3.8,0,0.0,0.0
2008-12-11 22:02:00,0.94,0.0,242.41,3.8,0,0.0,0.0
2008-12-11 22:03:00,0.984,0.06,243.19,4.0,0,0.0,0.0
2008-12-11 22:04:00,0.934,0.058,243.27,3.8,0,0.0,0.0
2008-12-11 22:05:00,0.874,0.056,243.34,3.6,0,0.0,0.0
2008-12-11 22:06:00,0.874,0.058,243.21,3.6,0,0.0,0.0
2008-12-11 22:07:00,0.878,0.058,243.8,3.6,0,0.0,0.0
2008-12-11 22:08:00,0.666,0.054,244.25,2.8,0,0.0,0.0
2008-12-11 22:09:00,0.586,0.05,244.73,2.4,0,0.0,0.0
2008-12-11 22:10:00,0.588,0.05,244.68,2.4,0,0.0,0.0
2008-12-11 22:11:00,0.588,0.05,244.85,2.4,0,0.0,0.0
2008-12-11 22:12:00,0.586,0.05,244.36,2.4,0,0.0,0.0
2008-12-11 22:13:00,0.586,0.052,244.18,2.4,0,0.0,0.0
2008-12-11 22:14:00,0.57,0.052,243.92,2.2,0,0.0,0.0
2008-12-11 22:15:00,0.562,0.05,244.36,2.2,0,0.0,0.0
2008-12-11 22:16:00,0.532,0.0,244.31,2.2,0,0.0,0.0
2008-12-11 22:17:00,0.64,0.096,244.94,2.6,0,0.0,0.0
2008-12-11 22:18:00,0.646,0.116,245.73,2.6,0,0.0,0.0
2008-12-11 22:19:00,0.642,0.116,245.48,2.6,0,0.0,0.0
2008-12-11 22:20:00,0.644,0.118,246.03,2.6,0,0.0,0.0
2008-12-11 22:21:00,0.642,0.118,245.95,2.6,0,0.0,0.0
2008-12-11 22:22:00,0.642,0.118,246.4,2.6,0,0.0,0.0
2008-12-11 22:23:00,0.642,0.118,246.51,2.6,0,0.0,0.0
2008-12-11 22:24:00,0.62,0.11,246.45,2.4,0,0.0,0.0
2008-12-11 22:25:00,0.564,0.08,245.98,2.2,0,0.0,0.0
2008-12-11 22:26:00,0.56,0.078,245.16,2.2,0,0.0,0.0
2008-12-11 22:27:00,0.558,0.076,244.71,2.2,0,0.0,0.0
2008-12-11 22:28:00,0.552,0.074,243.57,2.2,0,0.0,0.0
2008-12-11 22:29:00,0.554,0.076,244.33,2.2,0,0.0,0.0
2008-12-11 22:30:00,0.554,0.076,244.53,2.2,0,0.0,0.0
2008-12-11 22:31:00,0.55,0.074,243.5,2.2,0,0.0,0.0
2008-12-11 22:32:00,0.554,0.076,244.51,2.2,0,0.0,0.0
2008-12-11 22:33:00,0.554,0.076,244.98,2.2,0,0.0,0.0
2008-12-11 22:34:00,0.556,0.078,245.59,2.2,0,0.0,0.0
2008-12-11 22:35:00,0.558,0.08,246.04,2.2,0,0.0,0.0
2008-12-11 22:36:00,0.486,0.0,246.07,2.0,0,0.0,0.0
2008-12-11 22:37:00,0.464,0.058,246.55,1.8,0,0.0,0.0
2008-12-11 22:38:00,0.504,0.054,246.0,2.0,0,0.0,0.0
2008-12-11 22:39:00,0.5,0.078,245.65,2.0,0,0.0,0.0
2008-12-11 22:40:00,0.504,0.078,245.5,2.0,0,0.0,0.0
2008-12-11 22:41:00,0.504,0.078,245.6,2.0,0,0.0,0.0
2008-12-11 22:42:00,0.502,0.076,245.36,2.0,0,0.0,0.0
2008-12-11 22:43:00,0.5,0.078,245.61,2.0,0,0.0,0.0
2008-12-11 22:44:00,0.5,0.078,245.92,2.0,0,0.0,0.0
2008-12-11 22:45:00,0.5,0.078,246.28,2.0,0,0.0,0.0
2008-12-11 22:46:00,0.5,0.08,246.48,2.0,0,0.0,0.0
2008-12-11 22:47:00,0.496,0.08,246.36,2.0,0,0.0,0.0
2008-12-11 22:48:00,0.492,0.08,246.85,2.0,0,0.0,0.0
2008-12-11 22:49:00,0.488,0.064,247.12,2.0,0,0.0,0.0
2008-12-11 22:50:00,0.43,0.0,247.0,1.6,0,0.0,0.0
2008-12-11 22:51:00,0.43,0.0,247.14,1.6,0,0.0,0.0
2008-12-11 22:52:00,0.432,0.0,247.47,1.6,0,0.0,0.0
2008-12-11 22:53:00,0.43,0.0,247.39,1.6,0,0.0,0.0
2008-12-11 22:54:00,0.386,0.052,246.64,1.6,0,0.0,0.0
2008-12-11 22:55:00,0.38,0.056,246.68,1.6,0,0.0,0.0
2008-12-11 22:56:00,0.38,0.056,246.52,1.6,0,0.0,0.0
2008-12-11 22:57:00,0.382,0.056,246.87,1.6,0,0.0,0.0
2008-12-11 22:58:00,0.38,0.058,246.62,1.6,0,0.0,0.0
2008-12-11 22:59:00,0.382,0.056,246.96,1.6,0,0.0,0.0
2008-12-11 23:00:00,0.38,0.058,246.45,1.6,0,0.0,0.0
2008-12-11 23:01:00,0.38,0.058,246.46,1.6,0,0.0,0.0
2008-12-11 23:02:00,0.38,0.058,246.72,1.6,0,0.0,0.0
2008-12-11 23:03:00,0.38,0.058,246.64,1.6,0,0.0,0.0
2008-12-11 23:04:00,0.382,0.056,247.01,1.6,0,0.0,0.0
2008-12-11 23:05:00,0.38,0.056,246.67,1.6,0,0.0,0.0
2008-12-11 23:06:00,0.382,0.056,247.26,1.6,0,0.0,0.0
2008-12-11 23:07:00,0.382,0.056,247.11,1.6,0,0.0,0.0
2008-12-11 23:08:00,0.382,0.056,246.87,1.6,0,0.0,0.0
2008-12-11 23:09:00,0.382,0.056,246.76,1.6,0,0.0,0.0
2008-12-11 23:10:00,0.382,0.056,246.82,1.6,0,0.0,0.0
2008-12-11 23:11:00,0.384,0.056,247.47,1.6,0,0.0,0.0
2008-12-11 23:12:00,0.384,0.054,248.03,1.6,0,0.0,0.0
2008-12-11 23:13:00,0.47,0.0,247.77,2.0,0,0.0,0.0
2008-12-11 23:14:00,0.498,0.088,248.06,2.0,0,0.0,0.0
2008-12-11 23:15:00,0.496,0.088,248.18,2.0,0,0.0,0.0
2008-12-11 23:16:00,0.492,0.086,247.57,2.0,0,0.0,0.0
2008-12-11 23:17:00,0.49,0.086,247.38,2.0,0,0.0,0.0
2008-12-11 23:18:00,0.492,0.088,247.94,2.0,0,0.0,0.0
2008-12-11 23:19:00,0.49,0.088,247.71,2.0,0,0.0,0.0
2008-12-11 23:20:00,0.488,0.088,247.65,2.0,0,0.0,0.0
2008-12-11 23:21:00,0.488,0.088,248.08,2.0,0,0.0,0.0
2008-12-11 23:22:00,0.49,0.092,248.76,2.0,0,0.0,0.0
2008-12-11 23:23:00,0.488,0.09,248.71,2.0,0,0.0,0.0
2008-12-11 23:24:00,0.486,0.092,248.52,2.0,0,0.0,0.0
2008-12-11 23:25:00,0.486,0.092,248.55,2.0,0,0.0,0.0
2008-12-11 23:26:00,0.556,0.17,248.14,2.4,0,0.0,0.0
2008-12-11 23:27:00,0.56,0.2,247.87,2.4,0,0.0,0.0
2008-12-11 23:28:00,0.56,0.2,248.2,2.4,0,0.0,0.0
2008-12-11 23:29:00,0.562,0.204,249.01,2.4,0,0.0,0.0
2008-12-11 23:30:00,0.56,0.204,248.97,2.4,0,0.0,0.0
2008-12-11 23:31:00,0.544,0.182,248.83,2.2,0,0.0,0.0
2008-12-11 23:32:00,0.462,0.06,249.49,1.8,0,0.0,0.0
2008-12-11 23:33:00,0.456,0.054,247.63,1.8,0,0.0,0.0
2008-12-11 23:34:00,0.454,0.052,247.06,1.8,0,0.0,0.0
2008-12-11 23:35:00,0.454,0.052,246.99,1.8,0,0.0,0.0
2008-12-11 23:36:00,0.452,0.052,246.92,1.8,0,0.0,0.0
2008-12-11 23:37:00,0.448,0.046,246.97,1.8,0,0.0,0.0
2008-12-11 23:38:00,0.38,0.056,246.36,1.6,0,0.0,0.0
2008-12-11 23:39:00,0.382,0.056,246.45,1.6,0,0.0,0.0
2008-12-11 23:40:00,0.382,0.056,246.42,1.6,0,0.0,0.0
2008-12-11 23:41:00,0.38,0.058,246.18,1.6,0,0.0,0.0
2008-12-11 23:42:00,0.378,0.06,244.8,1.6,0,0.0,0.0
2008-12-11 23:43:00,0.378,0.06,244.92,1.6,0,0.0,0.0
2008-12-11 23:44:00,0.378,0.06,245.37,1.6,0,0.0,0.0
2008-12-11 23:45:00,0.376,0.06,244.66,1.6,0,0.0,0.0
2008-12-11 23:46:00,0.376,0.062,244.16,1.6,0,0.0,0.0
2008-12-11 23:47:00,0.376,0.062,244.33,1.6,0,0.0,0.0
2008-12-11 23:48:00,0.376,0.062,244.02,1.6,0,0.0,0.0
2008-12-11 23:49:00,0.374,0.062,243.5,1.6,0,0.0,0.0
2008-12-11 23:50:00,0.372,0.064,242.9,1.6,0,0.0,0.0
2008-12-11 23:51:00,0.372,0.064,242.96,1.6,0,0.0,0.0
2008-12-11 23:52:00,0.372,0.064,242.92,1.6,0,0.0,0.0
2008-12-11 23:53:00,0.374,0.062,243.33,1.6,0,0.0,0.0
2008-12-11 23:54:00,0.372,0.064,242.55,1.4,0,0.0,0.0
2008-12-11 23:55:00,0.372,0.062,242.38,1.4,0,0.0,0.0
2008-12-11 23:56:00,0.372,0.062,242.65,1.4,0,0.0,0.0
2008-12-11 23:57:00,0.372,0.062,242.35,1.4,0,0.0,0.0
2008-12-11 23:58:00,0.372,0.062,242.56,1.4,0,0.0,0.0
2008-12-11 23:59:00,0.372,0.062,242.66,1.4,0,0.0,0.0
2008-12-12 00:00:00,0.372,0.062,242.86,1.6,0,0.0,0.0
2008-12-12 00:01:00,0.374,0.06,243.64,1.6,0,0.0,0.0
2008-12-12 00:02:00,0.376,0.06,243.87,1.6,0,0.0,0.0
2008-12-12 00:03:00,0.374,0.06,243.79,1.6,0,0.0,0.0
2008-12-12 00:04:00,0.488,0.062,244.08,2.0,0,0.0,0.0
2008-12-12 00:05:00,0.564,0.064,243.83,2.2,0,0.0,0.0
2008-12-12 00:06:00,0.684,0.068,243.41,2.8,0,0.0,0.0
2008-12-12 00:07:00,0.732,0.07,243.42,3.0,0,0.0,0.0
2008-12-12 00:08:00,0.696,0.046,243.22,2.8,0,0.0,0.0
2008-12-12 00:09:00,0.776,0.066,243.07,3.2,0,0.0,0.0
2008-12-12 00:10:00,0.592,0.072,243.22,2.6,0,0.0,0.0
2008-12-12 00:11:00,0.78,0.064,242.84,3.2,0,0.0,0.0
2008-12-12 00:12:00,0.678,0.066,242.94,2.8,0,0.0,0.0
2008-12-12 00:13:00,0.524,0.078,242.83,2.4,0,0.0,0.0
2008-12-12 00:14:00,0.484,0.176,243.35,2.0,0,0.0,0.0
2008-12-12 00:15:00,0.49,0.176,243.46,2.2,0,0.0,0.0
2008-12-12 00:16:00,0.492,0.176,243.99,2.2,0,0.0,0.0
2008-12-12 00:17:00,0.49,0.176,244.01,2.2,0,0.0,0.0
2008-12-12 00:18:00,0.534,0.224,243.23,2.4,0,0.0,0.0
2008-12-12 00:19:00,0.566,0.298,243.06,2.6,0,1.0,0.0
2008-12-12 00:20:00,0.568,0.298,243.1,2.6,0,2.0,0.0
2008-12-12 00:21:00,0.564,0.298,243.23,2.6,0,1.0,0.0
2008-12-12 00:22:00,0.566,0.298,243.29,2.6,0,2.0,0.0
2008-12-12 00:23:00,0.568,0.296,243.27,2.6,0,1.0,0.0
2008-12-12 00:24:00,0.562,0.296,244.04,2.6,0,1.0,0.0
2008-12-12 00:25:00,0.496,0.198,244.37,2.2,0,2.0,0.0
2008-12-12 00:26:00,0.492,0.192,244.27,2.2,0,1.0,0.0
2008-12-12 00:27:00,0.378,0.06,244.12,1.6,0,2.0,0.0
2008-12-12 00:28:00,0.352,0.06,244.37,1.4,0,1.0,0.0
2008-12-12 00:29:00,0.354,0.062,245.01,1.4,0,2.0,0.0
2008-12-12 00:30:00,0.354,0.064,245.54,1.4,0,1.0,0.0
2008-12-12 00:31:00,0.352,0.064,245.58,1.4,0,1.0,0.0
2008-12-12 00:32:00,0.352,0.064,245.5,1.4,0,2.0,0.0
2008-12-12 00:33:00,0.352,0.062,245.38,1.4,0,1.0,0.0
2008-12-12 00:34:00,0.352,0.062,245.39,1.4,0,2.0,0.0
2008-12-12 00:35:00,0.35,0.062,244.93,1.4,0,1.0,0.0
2008-12-12 00:36:00,0.348,0.062,244.97,1.4,0,1.0,0.0
2008-12-12 00:37:00,0.344,0.06,244.5,1.4,0,2.0,0.0
2008-12-12 00:38:00,0.344,0.058,244.09,1.4,0,1.0,0.0
2008-12-12 00:39:00,0.342,0.056,243.02,1.4,0,1.0,0.0
2008-12-12 00:40:00,0.34,0.056,242.79,1.4,0,1.0,0.0
2008-12-12 00:41:00,0.34,0.054,242.63,1.4,0,2.0,0.0
2008-12-12 00:42:00,0.274,0.05,242.86,1.2,0,0.0,0.0
2008-12-12 00:43:00,0.264,0.066,243.42,1.2,0,0.0,0.0
2008-12-12 00:44:00,0.266,0.064,244.02,1.2,0,0.0,0.0
2008-12-12 00:45:00,0.266,0.064,244.0,1.2,0,0.0,0.0
2008-12-12 00:46:00,0.264,0.066,243.54,1.2,0,0.0,0.0
2008-12-12 00:47:00,0.264,0.066,243.21,1.2,0,0.0,0.0
2008-12-12 00:48:00,0.264,0.064,243.35,1.2,0,0.0,0.0
2008-12-12 00:49:00,0.264,0.064,243.3,1.2,0,0.0,0.0
2008-12-12 00:50:00,0.266,0.064,243.41,1.2,0,0.0,0.0
2008-12-12 00:51:00,0.266,0.064,243.59,1.2,0,0.0,0.0
2008-12-12 00:52:00,0.266,0.064,243.61,1.2,0,0.0,0.0
2008-12-12 00:53:00,0.266,0.064,243.38,1.2,0,0.0,0.0
2008-12-12 00:54:00,0.266,0.064,243.6,1.2,0,0.0,0.0
2008-12-12 00:55:00,0.266,0.062,244.07,1.2,0,0.0,0.0
2008-12-12 00:56:00,0.266,0.062,243.83,1.2,0,0.0,0.0
2008-12-12 00:57:00,0.266,0.062,244.1,1.2,0,0.0,0.0
2008-12-12 00:58:00,0.266,0.06,244.41,1.2,0,0.0,0.0
2008-12-12 00:59:00,0.266,0.062,244.17,1.2,0,0.0,0.0
2008-12-12 01:00:00,0.266,0.062,244.15,1.2,0,0.0,0.0
2008-12-12 01:01:00,0.306,0.0,243.76,1.4,0,0.0,0.0
2008-12-12 01:02:00,0.342,0.0,243.25,1.4,0,0.0,0.0
2008-12-12 01:03:00,0.334,0.0,243.41,1.4,0,0.0,0.0
2008-12-12 01:04:00,0.354,0.052,242.82,1.6,0,0.0,0.0
2008-12-12 01:05:00,0.444,0.178,242.75,2.0,0,0.0,0.0
2008-12-12 01:06:00,0.442,0.176,242.79,2.0,0,0.0,0.0
2008-12-12 01:07:00,0.436,0.176,242.51,2.0,0,0.0,0.0
2008-12-12 01:08:00,0.434,0.176,242.65,2.0,0,0.0,0.0
2008-12-12 01:09:00,0.432,0.176,242.3,2.0,0,0.0,0.0
2008-12-12 01:10:00,0.43,0.174,242.27,1.8,0,0.0,0.0
2008-12-12 01:11:00,0.402,0.134,241.75,1.8,0,0.0,0.0
2008-12-12 01:12:00,0.356,0.068,241.86,1.6,0,0.0,0.0
2008-12-12 01:13:00,0.356,0.068,242.2,1.6,0,0.0,0.0
2008-12-12 01:14:00,0.356,0.072,242.73,1.6,0,0.0,0.0
2008-12-12 01:15:00,0.356,0.072,242.88,1.6,0,0.0,0.0
2008-12-12 01:16:00,0.356,0.072,243.37,1.4,0,0.0,0.0
2008-12-12 01:17:00,0.356,0.072,243.46,1.4,0,0.0,0.0
2008-12-12 01:18:00,0.356,0.074,243.84,1.4,0,0.0,0.0
2008-12-12 01:19:00,0.354,0.074,243.62,1.4,0,0.0,0.0
2008-12-12 01:20:00,0.352,0.072,243.3,1.4,0,0.0,0.0
2008-12-12 01:21:00,0.35,0.07,242.59,1.4,0,0.0,0.0
2008-12-12 01:22:00,0.33,0.0,243.05,1.4,0,0.0,0.0
2008-12-12 01:23:00,0.256,0.064,243.31,1.2,0,0.0,0.0
2008-12-12 01:24:00,0.256,0.064,243.02,1.2,0,0.0,0.0
2008-12-12 01:25:00,0.254,0.064,242.8,1.2,0,0.0,0.0
2008-12-12 01:26:00,0.254,0.064,242.77,1.2,0,0.0,0.0
2008-12-12 01:27:00,0.252,0.064,242.9,1.2,0,0.0,0.0
2008-12-12 01:28:00,0.252,0.064,242.89,1.0,0,0.0,0.0
2008-12-12 01:29:00,0.252,0.062,243.49,1.0,0,0.0,0.0
2008-12-12 01:30:00,0.25,0.062,243.41,1.0,0,0.0,0.0
2008-12-12 01:31:00,0.252,0.062,243.49,1.0,0,0.0,0.0
2008-12-12 01:32:00,0.25,0.062,243.51,1.0,0,0.0,0.0
2008-12-12 01:33:00,0.248,0.06,243.55,1.0,0,0.0,0.0
